fn,adult,name,date_recorded,call_type,rendition_num
WhiLbl0010_110608-TukC-24.wav,True,bluras07dd,2011-04-25,Distance,09
YelGre5275_110620-Song-32.wav,True,bluras07dd,2011-04-25,Distance,10
YelOra2575_110615-TetC-29.wav,True,bluras07dd,2011-04-27,Distance,11
WhiLbl0010_110414-Tet-02.wav,True,bluras07dd,2011-04-28,Distance,13
WhiWhi1415_110405-ThuC-18.wav,True,bluras07dd,2011-04-28,Distance,14
YelGre5275_110616-DC-16.wav,True,bluras07dd,2011-04-29,Distance,15
HpiHpi4748_110620-Song-15bcut.wav,True,bluras07dd,2011-04-29,Distance,16
GreOra1817_110728-ThukC-11.wav,True,bluras07dd,2011-04-29,Distance,17
WhiBlu5698_110329-DC-12.wav,True,bluras07dd,2011-04-29,Distance,18
LblRed0613_111202-DC-31.wav,True,bluras07dd,2011-04-29,Distance,19
HPiHPi4748_110616-AggC-05.wav,True,bluras07dd,2011-04-29,Distance,20
WhiRas44dd_110620-DC-03.wav,True,bluras07dd,2011-04-29,Distance,21
PurRas20dd_110425-DC-05.wav,True,bluras07dd,2011-04-29,Distance,22
LblRed0613_110923-WhineC-28.wav,True,bluras07dd,2011-04-29,Distance,24
LblBla4419_130416-Ne-44.wav,True,bluras07dd,2011-04-29,Distance,25
HPiHPi4748_110616-TetC-04.wav,True,bluras07dd,2011-04-29,Distance,26
BlaBla0506_110302-AggC-04.wav,True,bluras07dd,2011-04-29,Distance,27
LblBla4548_130418-Wh-13.wav,True,bluras07dd,2011-04-29,Distance,28
GreOra1817_110729-ThukC-41.wav,True,bluras07dd,2011-04-29,Distance,29
YelGre5275_110728-DC-20.wav,True,bluras07dd,2011-04-29,Distance,31
WhiBlu4917_110318-TetC-24.wav,True,bluras07dd,2011-05-11,Nest,01
Unknown000_110405-ThuC-10.wav,True,bluras07dd,2011-05-11,Nest,02
YelOra2575_110630-Song-13.wav,True,bluras07dd,2011-05-11,Nest,03
LblRed0613_110920-So-11.wav,True,bluras07dd,2011-05-11,Nest,04
BluRas61dd_110425-Song-13.wav,True,bluras07dd,2011-05-11,Nest,06
HPiHPi4748_110914-ThuckC-08.wav,True,bluras07dd,2011-05-11,Nest,08
LblBla4419_130416-Ne-34.wav,True,bluras07dd,2011-05-11,Nest,09
YelGre5275_110629-TukC-07.wav,True,bluras07dd,2011-05-11,Nest,10
BlaLbl8026_110429-DC-31.wav,True,bluras07dd,2011-05-11,Nest,11
BlaBla0506_110304-DisC-01.wav,True,bluras07dd,2011-05-11,Nest,12
WhiLbl0010_110607-TukC-09.wav,True,bluras07dd,2011-05-11,Nest,15
GreRas2400_110615_TetC-28.wav,True,bluras07dd,2011-05-11,Nest,05
GraGra0201_110630-DC-28.wav,True,bluras07dd,2011-05-13,Wsst,05
GraLbl0457_110429-Song-08.wav,True,bluras07dd,2011-05-13,Wsst,08
LblRed0613_110920-TetC-05.wav,True,bluras07dd,2011-05-13,Wsst,09
WhiRas44dd_110629-TukC-27.wav,True,bluras07dd,2011-05-13,Wsst,10
WhiBlu5698_110404-NeKakleC-17.wav,True,bluras07dd,2011-05-13,Wsst,12
GraLbl0457_110606-NestCSeq-30.wav,True,bluras07dd,2011-05-13,Wsst,13
BlaBla0506_110302-TetC-15.wav,True,bluras07dd,2011-05-13,Wsst,15
WhiWhi1415_110328-TetC-22.wav,True,bluras07dd,2011-05-13,Nest,18
LblRed0613_110920-NestC-59.wav,True,bluras07dd,2011-05-13,Nest,19
LblBla4548_130418-So-28.wav,True,bluras07dd,2011-06-01,Wsst,17
GraGra0201_110620-TetC-33.wav,True,bluras07dd,2011-06-01,Wsst,20
GraGra0201_110617-TetC-17.wav,True,bluras07dd,2011-06-01,Wsst,24
GraLbl0457_110608-TukC-13.wav,True,bluras07dd,2011-06-07,Nest,21
GreOra1817_110729-AggC-22.wav,True,bluras07dd,2011-06-07,Nest,20
BluRas07dd_110418-DC-06.wav,True,bluras07dd,2011-06-07,Nest,22
WhiBlu5698_110404-NeKakleC-18.wav,True,bluras07dd,2011-06-07,Tuck,01
LblBlu1729_110225-Beggseq-06.wav,True,bluras07dd,2011-06-07,Tuck,02
YelGre5275_110728-AggC-21.wav,True,bluras07dd,2011-06-07,Tuck,03
BluRas61dd_110421-TetC-30.wav,True,bluras07dd,2011-06-07,Tuck,04
HPiHPi4748_110914-ThuckC-16.wav,True,bluras07dd,2011-06-07,Tuck,05
HPiHPi4748_110701-TukC-11.wav,True,bluras07dd,2011-06-07,Tuck,06
BluRas07dd_110427-DC-11.wav,True,bluras07dd,2011-06-07,Tuck,07
YelOra2575_110615-Song-02.wav,True,bluras07dd,2011-06-07,Tuck,08
GreOra1817_110701-TukC-06.wav,True,bluras07dd,2011-06-07,Tuck,09
HPiHPi4748_110729-DisC-05.wav,True,bluras07dd,2011-06-07,Tuck,10
YelGre5275_110620-NestC-20.wav,True,bluras07dd,2011-06-07,Tuck,11
BluRas07dd_110513-NestC-18.wav,True,bluras07dd,2011-06-07,Tuck,12
GraGra0201_110907-ThuckC-35.wav,True,bluras07dd,2011-06-07,Tuck,14
BlaBla0506_110304-DC-17.wav,True,bluras07dd,2011-06-07,Tuck,15
YelOra2575_110630-DC-30.wav,True,bluras07dd,2011-06-07,Tuck,18
GreOra1817_110728-ThukC-03.wav,True,bluras07dd,2011-06-07,Tuck,19
BluRas07dd_110607-TukC-11.wav,True,bluras07dd,2011-06-07,Tuck,20
WhiRas44dd_110729-ThuckC-04.wav,True,bluras07dd,2011-06-07,Tuck,21
LblBla4419_130416-DC-14.wav,True,bluras07dd,2011-06-07,Tuck,22
BlaBla0506_110302-NestC-09.wav,True,bluras07dd,2011-06-07,Tuck,23
WhiLbl0010_110606-NestCSeq-26.wav,True,bluras07dd,2011-06-08,Tuck,24
HPiHPi4748_110622-Song-23.wav,True,bluras61dd,2011-04-06,Tet,01
WhiWhi1415_110404-ThuC-13.wav,True,bluras61dd,2011-04-06,Tet,02
LblRed0613_111202-TukC-04.wav,True,bluras61dd,2011-04-06,Tet,03
BluRas07dd_110406-TetC-07.wav,True,bluras61dd,2011-04-06,Tet,04
LblBla4548_130503-Te-30.wav,True,bluras61dd,2011-04-06,Tet,05
WhiLbl0010_110421-Tet-04.wav,True,bluras61dd,2011-04-06,Tet,06
GraLbl0457_110421-DC-13.wav,True,bluras61dd,2011-04-06,Tet,07
RedRas3600_110615-Song-02.wav,True,bluras61dd,2011-04-06,Tet,08
WhiRas44dd_110620-DC-04.wav,True,bluras61dd,2011-04-06,Tet,09
GreOra1817_110728-ThukC-06.wav,True,bluras61dd,2011-04-06,Tet,10
WhiBlu5698_110304-NeKakleC-03.wav,True,bluras61dd,2011-04-06,Tet,11
BluRas61dd_110511-NestC-06.wav,True,bluras61dd,2011-04-06,Tet,12
RedRas3600_110615-DC-07.wav,True,bluras61dd,2011-04-06,Tet,13
LblBla4548_130418-So-30.wav,True,bluras61dd,2011-04-06,Tet,14
WhiGra0114_110329-ThuckC-02.wav,True,bluras61dd,2011-04-06,Tet,15
LblRed0613_110923-WhineC-34.wav,True,bluras61dd,2011-04-06,Tet,16
LblBla4419_130416-DC-19.wav,True,bluras61dd,2011-04-06,Tet,17
GreOra1817_110615-TetC-09.wav,True,bluras61dd,2011-04-06,Tet,18
WhiRas44dd_110815-ThuckC-41.wav,True,bluras61dd,2011-04-06,Tet,19
GraGra0201_110907-ThuckC-48.wav,True,bluras61dd,2011-04-06,Tet,20
BluRas07dd_110607-TukC-19.wav,True,bluras61dd,2011-04-07,Distance,01
GraGra0201_110620-TetC-38.wav,True,bluras61dd,2011-04-07,Distance,02
GreGre2522_130416-Te-18.wav,True,bluras61dd,2011-04-07,Distance,03
YelGre5275_110620-Song-27.wav,True,bluras61dd,2011-04-14,Distance,04
LblBla4419_130416-DC-30.wav,True,bluras61dd,2011-04-14,Distance,05
LblRed0613_111202-DC-29.wav,True,bluras61dd,2011-04-14,Distance,06
WhiLbl0010_110509-Song-05.wav,True,bluras61dd,2011-04-14,Distance,07
LblBla4548_130503-Te-26.wav,True,bluras61dd,2011-04-14,Distance,08
LblRed0613_110920-NestSeq-12.wav,True,bluras61dd,2011-04-14,Distance,09
PurRas20dd_110429-DC-24.wav,True,bluras61dd,2011-04-14,Distance,10
BluRas07dd_110511-NestC-10.wav,True,bluras61dd,2011-04-14,Distance,11
LblRed0613_111202-ThukC-03.wav,True,bluras61dd,2011-04-14,Distance,12
YelOra2575_110615-TetC-01.wav,True,bluras61dd,2011-04-14,Distance,13
WhiWhi1415_110302-TetC-08.wav,True,bluras61dd,2011-04-14,Distance,14
YelOra2575_110729-AggC-23.wav,True,bluras61dd,2011-04-14,Distance,15
WhiBlu4917_110405-NekakleC-13.wav,True,bluras61dd,2011-04-14,Song,08
YelGre5275_110728-ThuckC-34.wav,True,bluras61dd,2011-04-14,Tet,21
PurRas20dd_110429-DC-18.wav,True,bluras61dd,2011-04-14,Tet,22
LblBla4548_130417-Wh-09.wav,True,bluras61dd,2011-04-21,Distance,18
GreOra1817_110615-TetC-29.wav,True,bluras61dd,2011-04-21,Distance,19
LblRed0613_110921-WhineC-13.wav,True,bluras61dd,2011-04-21,Distance,20
BluRas61dd_110511-NestC-27.wav,True,bluras61dd,2011-04-21,Distance,21
YelOra2575_110630-DC-45.wav,True,bluras61dd,2011-04-21,Distance,22
WhiBlu5698_110329-TetC-17.wav,True,bluras61dd,2011-04-21,Distance,23
BluRas07dd_110511-NestCseq-05.wav,True,bluras61dd,2011-04-21,Distance,24
GraGra0201_110630-DC-32.wav,True,bluras61dd,2011-04-21,Distance,25
LblBla4548_130417-Wh-10.wav,True,bluras61dd,2011-04-21,Distance,26
LblBla4548_130416-Ne-36.wav,True,bluras61dd,2011-04-21,Distance,27
LblRed0613_110920-So-07.wav,True,bluras61dd,2011-04-21,Distance,28
GreGre2522_130416-Te-21.wav,True,bluras61dd,2011-04-21,Distance,29
HPiHPi4748_110620-Song-09.wav,True,bluras61dd,2011-04-21,Tet,23
WhiLbl0010_110606-NestC-28.wav,True,bluras61dd,2011-04-21,Tet,24
BluRas07dd_110601-AggC-20.wav,True,bluras61dd,2011-04-21,Tet,25
BlaLbl8026_110608-TukC-08.wav,True,bluras61dd,2011-04-21,Tet,26
YelGre5275_110620-NestCSeq-05.wav,True,bluras61dd,2011-04-21,Tet,27
YelGre5275_110622-NestC-30.wav,True,bluras61dd,2011-04-21,Tet,28
GreOra1817_110701-AggC-18.wav,True,bluras61dd,2011-04-21,Tet,29
