fn,adult,name,date_recorded,call_type,rendition_num
HPiHPi4748_110706-NestC-27.wav,True,HPiHPi4748,2011-07-06,NestC,27
LblRed0613_111202-TukC-01.wav,True,LblRed0613,2011-12-02,TukC,01
WhiRas44dd_110815-ThuckC-17.wav,True,WhiRas44dd,2011-08-15,ThuckC,17
PurRas20dd_110429-DC-08.wav,True,PurRas20dd,2011-04-29,DC,08
YelGre5275_110629-TukC-13.wav,True,YelGre5275,2011-06-29,TukC,13
LblBla4548_130416-Te-02.wav,True,LblBla4548,2013-04-16,Te,02
LblBla4548_130417-So-21.wav,True,LblBla4548,2013-04-17,So,21
Unknown00F_110329-DC-11.wav,True,Unknown00F,2011-03-29,DC,11
WhiWhi1415_110404-DisC-02.wav,True,WhiWhi1415,2011-04-04,DisC,02
HPiHPi4748_110914-ThuckC-19.wav,True,HPiHPi4748,2011-09-14,ThuckC,19
WhiLbl0010_110421-DC-04.wav,True,WhiLbl0010,2011-04-21,DC,04
BluRas07dd_110513-AggC-10.wav,True,BluRas07dd,2011-05-13,AggC,10
WhiLbl0010_110608-TukC-26.wav,True,WhiLbl0010,2011-06-08,TukC,26
PurRas20dd_110411-TetC-29.wav,True,PurRas20dd,2011-04-11,TetC,29
WhiRas44dd_110620-DC-12.wav,True,WhiRas44dd,2011-06-20,DC,12
WhiRas44dd_110815-ThuckC-32.wav,True,WhiRas44dd,2011-08-15,ThuckC,32
HPiHPi4748_110616-AggC-13.wav,True,HPiHPi4748,2011-06-16,AggC,13
WhiBlu5698_110405-ThuC-07.wav,True,WhiBlu5698,2011-04-05,ThuC,07
LblBla4419_130416-Ne-03.wav,True,LblBla4419,2013-04-16,Ne,03
LblBla4548_130418-DC-39.wav,True,LblBla4548,2013-04-18,DC,39
LblRas1800_110225-LTC-04.wav,True,LblRas1800,2011-02-25,LTC,04
LblRed0613_111013-DC-26.wav,True,LblRed0613,2011-10-13,DC,26
HPiHPi4748_110701-TukC-21.wav,True,HPiHPi4748,2011-07-01,TukC,21
HPiHPi4748_110627-NestCSeq-04.wav,True,HPiHPi4748,2011-06-27,NestCSeq,04
HPiHPi4748_110616-Song-02.wav,True,HPiHPi4748,2011-06-16,Song,02
BlaBla0506_110302-WhineC-02.wav,True,BlaBla0506,2011-03-02,WhineC,02
YelOra2575_110623-TukC-06.wav,True,YelOra2575,2011-06-23,TukC,06
LblBla4548_130418-So-45.wav,True,LblBla4548,2013-04-18,So,45
BlaBla0506_110302-NestC-04.wav,True,BlaBla0506,2011-03-02,NestC,04
LblBla4548_130417-So-20.wav,True,LblBla4548,2013-04-17,So,20
BluRas61dd_110421-DC-28.wav,True,BluRas61dd,2011-04-21,DC,28
WhiRas44dd_110815-ThuckC-42.wav,True,WhiRas44dd,2011-08-15,ThuckC,42
WhiRas44dd_110616-TetC-21.wav,True,WhiRas44dd,2011-06-16,TetC,21
GraGra0201_110623-NestCSeq-26.wav,True,GraGra0201,2011-06-23,NestCSeq,26
WhiBlu5698_110404-WhineC-11.wav,True,WhiBlu5698,2011-04-04,WhineC,11
HPiHPi4748_110706-WhineC-10.wav,True,HPiHPi4748,2011-07-06,WhineC,10
BluRas61dd_110429-DC-36.wav,True,BluRas61dd,2011-04-29,DC,36
LblRed0613_110923-WhineC-41.wav,True,LblRed0613,2011-09-23,WhineC,41
YelOra2575_110615-TetC-28.wav,True,YelOra2575,2011-06-15,TetC,28
GreOra1817_110615-TetC-15.wav,True,GreOra1817,2011-06-15,TetC,15
LblBla4548_130418-So-44.wav,True,LblBla4548,2013-04-18,So,44
BlaLbl8026_110606-NestC-08.wav,True,BlaLbl8026,2011-06-06,NestC,08
BlaBla0506_110302-NekakleC-05a.wav,True,BlaBla0506,2011-03-02,NekakleC,05a
Unknown000_110405-ThuC-02.wav,True,Unknown000,2011-04-05,ThuC,02
HPiHPi4748_110616-TetC-21.wav,True,HPiHPi4748,2011-06-16,TetC,21
GraGra0201_110907-ThuckC-20.wav,True,GraGra0201,2011-09-07,ThuckC,20
GreOra1817_110729-ThukC-38.wav,True,GreOra1817,2011-07-29,ThukC,38
YelOra2575_110630-Song-25.wav,True,YelOra2575,2011-06-30,Song,25
HPiHPi4748_110627-NestC-15.wav,True,HPiHPi4748,2011-06-27,NestC,15
LblBla4548_130416-NeSeq-44.wav,True,LblBla4548,2013-04-16,NeSeq,44
LblRed0613_110920-NestC-28.wav,True,LblRed0613,2011-09-20,NestC,28
GreGre6364_130416-DC-01.wav,True,GreGre6364,2013-04-16,DC,01
GraLbl0457_110414-TetC-14.wav,True,GraLbl0457,2011-04-14,TetC,14
GreGre2522_130416-Te-08.wav,True,GreGre2522,2013-04-16,Te,08
LblRed0613_110920-So-30.wav,True,LblRed0613,2011-09-20,So,30
GraRas1500_110224-Beggseq-06.wav,True,GraRas1500,2011-02-24,Beggseq,06
GraGra0201_110617-TetC-11.wav,True,GraGra0201,2011-06-17,TetC,11
YelOra2575_110629-DC-17.wav,True,YelOra2575,2011-06-29,DC,17
BlaBla0506_110304-Song-06.wav,True,BlaBla0506,2011-03-04,Song,06
LblBlu1927_110225-LTC-01.wav,True,LblBlu1927,2011-02-25,LTC,01
LblBlu1729_110225-Beggseq-07.wav,True,LblBlu1729,2011-02-25,Beggseq,07
BluRas61dd_110518-NestC-51.wav,True,BluRas61dd,2011-05-18,NestC,51
WhiRas44dd_110815-ThuckC-15.wav,True,WhiRas44dd,2011-08-15,ThuckC,15
LblBla4548_130503-Te-31.wav,True,LblBla4548,2013-05-03,Te,31
LblBla4548_130416-Ne-25.wav,True,LblBla4548,2013-04-16,Ne,25
WhiRas44dd_110701-DC-28.wav,True,WhiRas44dd,2011-07-01,DC,28
WhiLbl0010_110425-Tet-22.wav,True,WhiLbl0010,2011-04-25,Tet,22
HPiHPi4748_110701-TukC-26.wav,True,HPiHPi4748,2011-07-01,TukC,26
HPiHPi4748_110622-Song-21.wav,True,HPiHPi4748,2011-06-22,Song,21
GreGre2522_130416-Te-13.wav,True,GreGre2522,2013-04-16,Te,13
YelGre5275_110728-ThuckC-39.wav,True,YelGre5275,2011-07-28,ThuckC,39
WhiRas44dd_110620-DC-14.wav,True,WhiRas44dd,2011-06-20,DC,14
WhiRas44dd_110706-NestCSeq-02.wav,True,WhiRas44dd,2011-07-06,NestCSeq,02
YelGre5275_110616-Song-06.wav,True,YelGre5275,2011-06-16,Song,06
LblRed0613_111013-DC-14.wav,True,LblRed0613,2011-10-13,DC,14
GreOra1817_110701-TukC-05.wav,True,GreOra1817,2011-07-01,TukC,05
HPiHPi4748_110627-NestCSeq-14.wav,True,HPiHPi4748,2011-06-27,NestCSeq,14
WhiWhi1415_110302-TetC-13.wav,True,WhiWhi1415,2011-03-02,TetC,13
YelGre5275_110728-ThuckC-40.wav,True,YelGre5275,2011-07-28,ThuckC,40
YelGre5275_110620-AggC-11.wav,True,YelGre5275,2011-06-20,AggC,11
YelGre5275_110623-NestCSeq-31.wav,True,YelGre5275,2011-06-23,NestCSeq,31
WhiWhi1415_110302-TetC-05.wav,True,WhiWhi1415,2011-03-02,TetC,05
BluRas07dd_110407-TetC-19.wav,True,BluRas07dd,2011-04-07,TetC,19
WhiBlu5698_110329-TetC-23.wav,True,WhiBlu5698,2011-03-29,TetC,23
YelGre5275_110615-DC-03.wav,True,YelGre5275,2011-06-15,DC,03
LblBla4548_130417-DC-20.wav,True,LblBla4548,2013-04-17,DC,20
BluRas61dd_110406-TetC-11.wav,True,BluRas61dd,2011-04-06,TetC,11
GraGra0201_110617-TukC-13.wav,True,GraGra0201,2011-06-17,TukC,13
YelOra2575_110629-DC-23.wav,True,YelOra2575,2011-06-29,DC,23
YelGre5275_110615-TetC-13.wav,True,YelGre5275,2011-06-15,TetC,13
BluRas07dd_110607-TukC-23.wav,True,BluRas07dd,2011-06-07,TukC,23
BluRas61dd_110407-DC-02.wav,True,BluRas61dd,2011-04-07,DC,02
BluRas61dd_110607-TukC-04.wav,True,BluRas61dd,2011-06-07,TukC,04
YelGre5275_110801-ThuckC-43.wav,True,YelGre5275,2011-08-01,ThuckC,43
WhiLbl0010_110606-NestC-02.wav,True,WhiLbl0010,2011-06-06,NestC,02
YelGre5275_110729-ThuckC-29.wav,True,YelGre5275,2011-07-29,ThuckC,29
GreOra1817_110728-ThukC-21.wav,True,GreOra1817,2011-07-28,ThukC,21
WhiLbl0010_110608-TukC-24.wav,True,WhiLbl0010,2011-06-08,TukC,24
YelGre5275_110620-Song-32.wav,True,YelGre5275,2011-06-20,Song,32
YelOra2575_110615-TetC-29.wav,True,YelOra2575,2011-06-15,TetC,29
WhiLbl0010_110414-Tet-02.wav,True,WhiLbl0010,2011-04-14,Tet,02
WhiWhi1415_110405-ThuC-18.wav,True,WhiWhi1415,2011-04-05,ThuC,18
YelGre5275_110616-DC-16.wav,True,YelGre5275,2011-06-16,DC,16
HpiHpi4748_110620-Song-15bcut.wav,True,HpiHpi4748,2011-06-20,Song,15bcut
GreOra1817_110728-ThukC-11.wav,True,GreOra1817,2011-07-28,ThukC,11
WhiBlu5698_110329-DC-12.wav,True,WhiBlu5698,2011-03-29,DC,12
LblRed0613_111202-DC-31.wav,True,LblRed0613,2011-12-02,DC,31
HPiHPi4748_110616-AggC-05.wav,True,HPiHPi4748,2011-06-16,AggC,05
WhiRas44dd_110620-DC-03.wav,True,WhiRas44dd,2011-06-20,DC,03
PurRas20dd_110425-DC-05.wav,True,PurRas20dd,2011-04-25,DC,05
LblRed0613_110923-WhineC-28.wav,True,LblRed0613,2011-09-23,WhineC,28
LblBla4419_130416-Ne-44.wav,True,LblBla4419,2013-04-16,Ne,44
HPiHPi4748_110616-TetC-04.wav,True,HPiHPi4748,2011-06-16,TetC,04
BlaBla0506_110302-AggC-04.wav,True,BlaBla0506,2011-03-02,AggC,04
LblBla4548_130418-Wh-13.wav,True,LblBla4548,2013-04-18,Wh,13
GreOra1817_110729-ThukC-41.wav,True,GreOra1817,2011-07-29,ThukC,41
YelGre5275_110728-DC-20.wav,True,YelGre5275,2011-07-28,DC,20
WhiBlu4917_110318-TetC-24.wav,True,WhiBlu4917,2011-03-18,TetC,24
Unknown000_110405-ThuC-10.wav,True,Unknown000,2011-04-05,ThuC,10
YelOra2575_110630-Song-13.wav,True,YelOra2575,2011-06-30,Song,13
LblRed0613_110920-So-11.wav,True,LblRed0613,2011-09-20,So,11
BluRas61dd_110425-Song-13.wav,True,BluRas61dd,2011-04-25,Song,13
HPiHPi4748_110914-ThuckC-08.wav,True,HPiHPi4748,2011-09-14,ThuckC,08
LblBla4419_130416-Ne-34.wav,True,LblBla4419,2013-04-16,Ne,34
YelGre5275_110629-TukC-07.wav,True,YelGre5275,2011-06-29,TukC,07
BlaLbl8026_110429-DC-31.wav,True,BlaLbl8026,2011-04-29,DC,31
BlaBla0506_110304-DisC-01.wav,True,BlaBla0506,2011-03-04,DisC,01
WhiLbl0010_110607-TukC-09.wav,True,WhiLbl0010,2011-06-07,TukC,09
GreRas2400_110615_TetC-28.wav,True,GreRas2400,2011-06-15,TetC,28
GraGra0201_110630-DC-28.wav,True,GraGra0201,2011-06-30,DC,28
GraLbl0457_110429-Song-08.wav,True,GraLbl0457,2011-04-29,Song,08
LblRed0613_110920-TetC-05.wav,True,LblRed0613,2011-09-20,TetC,05
WhiRas44dd_110629-TukC-27.wav,True,WhiRas44dd,2011-06-29,TukC,27
WhiBlu5698_110404-NeKakleC-17.wav,True,WhiBlu5698,2011-04-04,NeKakleC,17
GraLbl0457_110606-NestCSeq-30.wav,True,GraLbl0457,2011-06-06,NestCSeq,30
BlaBla0506_110302-TetC-15.wav,True,BlaBla0506,2011-03-02,TetC,15
WhiWhi1415_110328-TetC-22.wav,True,WhiWhi1415,2011-03-28,TetC,22
LblRed0613_110920-NestC-59.wav,True,LblRed0613,2011-09-20,NestC,59
LblBla4548_130418-So-28.wav,True,LblBla4548,2013-04-18,So,28
GraGra0201_110620-TetC-33.wav,True,GraGra0201,2011-06-20,TetC,33
GraGra0201_110617-TetC-17.wav,True,GraGra0201,2011-06-17,TetC,17
GraLbl0457_110608-TukC-13.wav,True,GraLbl0457,2011-06-08,TukC,13
GreOra1817_110729-AggC-22.wav,True,GreOra1817,2011-07-29,AggC,22
BluRas07dd_110418-DC-06.wav,True,BluRas07dd,2011-04-18,DC,06
WhiBlu5698_110404-NeKakleC-18.wav,True,WhiBlu5698,2011-04-04,NeKakleC,18
LblBlu1729_110225-Beggseq-06.wav,True,LblBlu1729,2011-02-25,Beggseq,06
YelGre5275_110728-AggC-21.wav,True,YelGre5275,2011-07-28,AggC,21
BluRas61dd_110421-TetC-30.wav,True,BluRas61dd,2011-04-21,TetC,30
HPiHPi4748_110914-ThuckC-16.wav,True,HPiHPi4748,2011-09-14,ThuckC,16
HPiHPi4748_110701-TukC-11.wav,True,HPiHPi4748,2011-07-01,TukC,11
BluRas07dd_110427-DC-11.wav,True,BluRas07dd,2011-04-27,DC,11
YelOra2575_110615-Song-02.wav,True,YelOra2575,2011-06-15,Song,02
GreOra1817_110701-TukC-06.wav,True,GreOra1817,2011-07-01,TukC,06
HPiHPi4748_110729-DisC-05.wav,True,HPiHPi4748,2011-07-29,DisC,05
YelGre5275_110620-NestC-20.wav,True,YelGre5275,2011-06-20,NestC,20
BluRas07dd_110513-NestC-18.wav,True,BluRas07dd,2011-05-13,NestC,18
GraGra0201_110907-ThuckC-35.wav,True,GraGra0201,2011-09-07,ThuckC,35
BlaBla0506_110304-DC-17.wav,True,BlaBla0506,2011-03-04,DC,17
YelOra2575_110630-DC-30.wav,True,YelOra2575,2011-06-30,DC,30
GreOra1817_110728-ThukC-03.wav,True,GreOra1817,2011-07-28,ThukC,03
BluRas07dd_110607-TukC-11.wav,True,BluRas07dd,2011-06-07,TukC,11
WhiRas44dd_110729-ThuckC-04.wav,True,WhiRas44dd,2011-07-29,ThuckC,04
LblBla4419_130416-DC-14.wav,True,LblBla4419,2013-04-16,DC,14
BlaBla0506_110302-NestC-09.wav,True,BlaBla0506,2011-03-02,NestC,09
WhiLbl0010_110606-NestCSeq-26.wav,True,WhiLbl0010,2011-06-06,NestCSeq,26
HPiHPi4748_110622-Song-23.wav,True,HPiHPi4748,2011-06-22,Song,23
WhiWhi1415_110404-ThuC-13.wav,True,WhiWhi1415,2011-04-04,ThuC,13
LblRed0613_111202-TukC-04.wav,True,LblRed0613,2011-12-02,TukC,04
BluRas07dd_110406-TetC-07.wav,True,BluRas07dd,2011-04-06,TetC,07
LblBla4548_130503-Te-30.wav,True,LblBla4548,2013-05-03,Te,30
WhiLbl0010_110421-Tet-04.wav,True,WhiLbl0010,2011-04-21,Tet,04
GraLbl0457_110421-DC-13.wav,True,GraLbl0457,2011-04-21,DC,13
RedRas3600_110615-Song-02.wav,True,RedRas3600,2011-06-15,Song,02
WhiRas44dd_110620-DC-04.wav,True,WhiRas44dd,2011-06-20,DC,04
GreOra1817_110728-ThukC-06.wav,True,GreOra1817,2011-07-28,ThukC,06
WhiBlu5698_110304-NeKakleC-03.wav,True,WhiBlu5698,2011-03-04,NeKakleC,03
BluRas61dd_110511-NestC-06.wav,True,BluRas61dd,2011-05-11,NestC,06
RedRas3600_110615-DC-07.wav,True,RedRas3600,2011-06-15,DC,07
LblBla4548_130418-So-30.wav,True,LblBla4548,2013-04-18,So,30
WhiGra0114_110329-ThuckC-02.wav,True,WhiGra0114,2011-03-29,ThuckC,02
LblRed0613_110923-WhineC-34.wav,True,LblRed0613,2011-09-23,WhineC,34
LblBla4419_130416-DC-19.wav,True,LblBla4419,2013-04-16,DC,19
GreOra1817_110615-TetC-09.wav,True,GreOra1817,2011-06-15,TetC,09
WhiRas44dd_110815-ThuckC-41.wav,True,WhiRas44dd,2011-08-15,ThuckC,41
GraGra0201_110907-ThuckC-48.wav,True,GraGra0201,2011-09-07,ThuckC,48
BluRas07dd_110607-TukC-19.wav,True,BluRas07dd,2011-06-07,TukC,19
GraGra0201_110620-TetC-38.wav,True,GraGra0201,2011-06-20,TetC,38
GreGre2522_130416-Te-18.wav,True,GreGre2522,2013-04-16,Te,18
YelGre5275_110620-Song-27.wav,True,YelGre5275,2011-06-20,Song,27
LblBla4419_130416-DC-30.wav,True,LblBla4419,2013-04-16,DC,30
LblRed0613_111202-DC-29.wav,True,LblRed0613,2011-12-02,DC,29
WhiLbl0010_110509-Song-05.wav,True,WhiLbl0010,2011-05-09,Song,05
LblBla4548_130503-Te-26.wav,True,LblBla4548,2013-05-03,Te,26
LblRed0613_110920-NestSeq-12.wav,True,LblRed0613,2011-09-20,NestSeq,12
PurRas20dd_110429-DC-24.wav,True,PurRas20dd,2011-04-29,DC,24
BluRas07dd_110511-NestC-10.wav,True,BluRas07dd,2011-05-11,NestC,10
LblRed0613_111202-ThukC-03.wav,True,LblRed0613,2011-12-02,ThukC,03
YelOra2575_110615-TetC-01.wav,True,YelOra2575,2011-06-15,TetC,01
WhiWhi1415_110302-TetC-08.wav,True,WhiWhi1415,2011-03-02,TetC,08
YelOra2575_110729-AggC-23.wav,True,YelOra2575,2011-07-29,AggC,23
WhiBlu4917_110405-NekakleC-13.wav,True,WhiBlu4917,2011-04-05,NekakleC,13
YelGre5275_110728-ThuckC-34.wav,True,YelGre5275,2011-07-28,ThuckC,34
PurRas20dd_110429-DC-18.wav,True,PurRas20dd,2011-04-29,DC,18
LblBla4548_130417-Wh-09.wav,True,LblBla4548,2013-04-17,Wh,09
GreOra1817_110615-TetC-29.wav,True,GreOra1817,2011-06-15,TetC,29
LblRed0613_110921-WhineC-13.wav,True,LblRed0613,2011-09-21,WhineC,13
BluRas61dd_110511-NestC-27.wav,True,BluRas61dd,2011-05-11,NestC,27
YelOra2575_110630-DC-45.wav,True,YelOra2575,2011-06-30,DC,45
WhiBlu5698_110329-TetC-17.wav,True,WhiBlu5698,2011-03-29,TetC,17
BluRas07dd_110511-NestCseq-05.wav,True,BluRas07dd,2011-05-11,NestCseq,05
